sp_name,species_author,status,family 
Thyene inflata,"(Gerstäcker, 1873)",accepted,Salticidae
Thyene leighi,"Peckham & Peckham, 1903",accepted,Salticidae
Thyene lindbergi,"Roewer, 1962",synonym,Salticidae
Thyene longula,"(Simon, 1902)",accepted,Salticidae
Thyene lupula,"(Simon, 1902)",synonym,Salticidae
Thyene magdalenae,"Lessert, 1927",synonym,Salticidae
Thyene manipisa,"(Barrion & Litsinger, 1995)",accepted,Salticidae
Thyene moreletii,"(Lucas, 1846)",synonym,Salticidae
Thyene natalii,"Peckham & Peckham, 1903",accepted,Salticidae
Thyene nigriceps,"(Caporiacco, 1949)",accepted,Salticidae
Thyene ocellata,"(Thorell, 1899)",accepted,Salticidae
Thyene ogdeni,"Peckham & Peckham, 1903",accepted,Salticidae
Thyene ogdeni nyukiensis,"Lessert, 1925",accepted,Salticidae
Thyene orbicularis,"(Gerstäcker, 1873)",accepted,Salticidae
Thyene orientalis,"Zabka, 1985",accepted,Salticidae
Thyene ornata,"Wesolowska & Tomasiewicz, 2008",accepted,Salticidae
Thyene phragmitigrada,"Metzner, 1999",accepted,Salticidae
Thyene pulchra,"Peckham & Peckham, 1903",synonym,Salticidae
Thyene punctiventer,"(Karsch, 1879)",accepted,Salticidae
Thyene radialis,"Xie & Peng, 1995",accepted,Salticidae
Thyene rubricoronata,"(Strand, 1911)",accepted,Salticidae
Thyene scalarinota,"Strand, 1907",accepted,Salticidae
Thyene semiargentea,"(Simon, 1884)",accepted,Salticidae
Thyene sexplagiata,"(Simon, 1910)",accepted,Salticidae
Thyene similis,"Wesolowska & van Harten, 2002",accepted,Salticidae
Thyene sinensis,"Schenkel, 1963",synonym,Salticidae
Thyene splendida,"Caporiacco, 1939",accepted,Salticidae
Thyene strandi,"Caporiacco, 1939",synonym,Salticidae
Thyene striatipes,"(Caporiacco, 1939)",accepted,Salticidae
Thyene subsplendens,"Caporiacco, 1947",accepted,Salticidae
Thyene tamatavi,"(Vinson, 1863)",accepted,Salticidae
Thyene thyenioides,"(Lessert, 1925)",accepted,Salticidae
Thyene triangula,"Xie & Peng, 1995",accepted,Salticidae
Thyene typica,"Jastrzebski, 2006",accepted,Salticidae
Thyene varians,"Peckham & Peckham, 1901",accepted,Salticidae
Thyene viciriaeformis,"(Berland & Millot, 1941)",synonym,Salticidae
Thyene villiersi,"Berland & Millot, 1941",accepted,Salticidae
Thyene vittata,"Simon, 1902",accepted,Salticidae
Thyene yuxiensis,"Xie & Peng, 1995",accepted,Salticidae
Thyenillus fernandensis,"Simon, 1910",accepted,Salticidae
Thyenula alotama,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula ammonis,"Denis, 1947",accepted,Salticidae
Thyenula arcana,"(Wesolowska & Cumming, 2008)",accepted,Salticidae
Thyenula armata,"Wesolowska, 2001",accepted,Salticidae
Thyenula aurantiaca,"(Simon, 1902)",accepted,Salticidae
Thyenula cheliceroides,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula clarosignata,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula dentatidens,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula fidelis,"Wesolowska & Haddad, 2009",accepted,Salticidae
Thyenula flava,"(Peckham & Peckham, 1903)",synonym,Salticidae
Thyenula haddadi,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula hortensis,"Wesolowska & Cumming, 2008",synonym,Salticidae
Thyenula juvenca,"Simon, 1902",accepted,Salticidae
Thyenula leighi,"(Peckham & Peckham, 1903)",accepted,Salticidae
Thyenula magna,"Wesolowska & Haddad, 2009",accepted,Salticidae
Thyenula montana,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula munda,"(Peckham & Peckham, 1903)",accepted,Salticidae
Thyenula natalica,"(Simon, 1902)",accepted,Salticidae
Thyenula ogdeni,"(Peckham & Peckham, 1903)",synonym,Salticidae
Thyenula oranjensis,"Wesolowska, 2001",accepted,Salticidae
Thyenula rufa,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula sempiterna,"Wesolowska, 2000",accepted,Salticidae
Thyenula splendens,"Wesołowska & Haddad, 2018",accepted,Salticidae
Thyenula tenebrica,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula virgulata,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula vulnifica,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Thyenula wesolowskae,"Zhang & Maddison, 2012",accepted,Salticidae
Thysema,"Mello-Leitão, 1944",synonym,Salticidae
Tisaniba bijibijan,"Zhang & Maddison, 2014",accepted,Salticidae
Tisaniba dik,"Zhang & Maddison, 2014",accepted,Salticidae
Tisaniba kubah,"Zhang & Maddison, 2014",accepted,Salticidae
Tisaniba mulu,"Zhang & Maddison, 2014",accepted,Salticidae
Tisaniba selan,"Zhang & Maddison, 2014",accepted,Salticidae
Tisaniba selasi,"Zhang & Maddison, 2014",accepted,Salticidae
Titanattus acanjuba,"Bustamante & Ruiz, 2017",accepted,Salticidae
Titanattus andinus,"(Simon, 1900)",accepted,Salticidae
Titanattus cordia,"Edwards & Baert, 2018",accepted,Salticidae
Titanattus cretatus,"Chickering, 1946",accepted,Salticidae
Titanattus euryphaessa,"Bustamante & Ruiz, 2017",accepted,Salticidae
Titanattus hirsutus,"(Mello-Leitão, 1941)",synonym,Salticidae
Titanattus juduliani,"Simon, 1900",nomen dubium,Salticidae
Titanattus modestus,"(Simon, 1901)",nomen nudum,Salticidae
Titanattus notabilis,"(Mello-Leitão, 1943)",accepted,Salticidae
Titanattus novarai,"Caporiacco, 1955",accepted,Salticidae
Titanattus obscurus,"(Mello-Leitão, 1943)",synonym,Salticidae
Titanattus paganus,"Chickering, 1946",accepted,Salticidae
Titanattus pallidus,"Mello-Leitão, 1943",accepted,Salticidae
Titanattus parvus,"(Mello-Leitão, 1945)",accepted,Salticidae
Titanattus pegaseus,"Simon, 1900",accepted,Salticidae
Titanattus saevus,"Peckham & Peckham, 1885",accepted,Salticidae
Titanattus schubarti,"(Soares & Camargo, 1948)",synonym,Salticidae
Toloella eximia,"Chickering, 1946",accepted,Salticidae
Tomis,"F. O. Pickard-Cambridge, 1901",synonym,Salticidae
Tomobella andasibe,"(Maddison & Zhang, 2006)",accepted,Salticidae
Tomobella fotsy,"Szüts & Scharff, 2009",accepted,Salticidae
Tomocyrba barbata,"Simon, 1900",accepted,Salticidae
Tomocyrba berniae,"Szüts & Scharff, 2009",accepted,Salticidae
Tomocyrba decollata,"Simon, 1900",accepted,Salticidae
Tomocyrba griswoldi,"Szüts & Scharff, 2009",accepted,Salticidae
Tomocyrba thaleri,"Szüts & Scharff, 2009",accepted,Salticidae
Tomocyrba ubicki,"Szüts & Scharff, 2009",accepted,Salticidae
Tomomingi holmi,"(Prószyński & Zabka, 1983)",accepted,Salticidae
Tomomingi keinoi,"(Prószyński & Zabka, 1983)",accepted,Salticidae
Tomomingi kikuyu,"(Prószyński & Zabka, 1983)",accepted,Salticidae
Tomomingi masai,"(Prószyński & Zabka, 1983)",synonym,Salticidae
Tomomingi nywele,"Szüts & Scharff, 2009",accepted,Salticidae
Tomomingi silvae,"Szüts & Scharff, 2009",accepted,Salticidae
Tomomingi sjostedti,"(Lessert, 1925)",accepted,Salticidae
Tomomingi szutsi,"Wesolowska & Haddad, 2013",accepted,Salticidae
Tomomingi wastani,"Szüts & Scharff, 2009",accepted,Salticidae
Toticoryx exilis,"Rollard & Wesolowska, 2002",accepted,Salticidae
Toxeus bicuspidatus,"(Yamasaki, 2012)",accepted,Salticidae
Toxeus cuneatus,"(Badcock, 1918)",accepted,Salticidae
Toxeus giganteus,"(Zabka, 1985)",synonym,Salticidae
Toxeus globosus,"(Wanless, 1978)",accepted,Salticidae
Toxeus gorontaloensis,"(Yamasaki, 2012)",accepted,Salticidae
Toxeus grossus,"(Edmunds & Prószyński, 2003)",accepted,Salticidae
Toxeus hirsutipalpi,"(Edmunds & Prószyński, 2003)",accepted,Salticidae
Toxeus jajpurensis,"(Prószyński, 1992)",accepted,Salticidae
Toxeus latithoracicus,"(Yamasaki & Hung, 2012)",accepted,Salticidae
Toxeus magnus,"(Saito, 1933)",accepted,Salticidae
Toxeus maxillosus,"C. L. Koch, 1846",accepted,Salticidae
Toxeus maxillosus septemdentatus,"(Strand, 1907)",accepted,Salticidae
Trapezocephalus,"Berland & Millot, 1941",synonym,Salticidae
Triggella bifida,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Triggella falconensis,"(Schenkel, 1953)",synonym,Salticidae
Triggella grisea,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Triggella infuscata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Triggella minuta,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Trite albopilosa,"(Keyserling, 1883)",accepted,Salticidae
Trite auricoma,"(Urquhart, 1886)",accepted,Salticidae
Trite bimaculosa,"(Urquhart, 1887)",synonym,Salticidae
Trite binotata,"Simon, 1899",synonym,Salticidae
Trite caledoniensis,"Patoleta, 2014",accepted,Salticidae
Trite concinna,"Rainbow, 1920",accepted,Salticidae
Trite gracilipalpis,"Berland, 1929",accepted,Salticidae
Trite grayi,"Richardson, 2016",accepted,Salticidae
Trite guilberti,"Patoleta, 2014",accepted,Salticidae
Trite herbigrada,"(Urquhart, 1889)",accepted,Salticidae
Trite hunanensis,"Peng & Xie, 1992",nomen nudum,Salticidae
Trite ignipilosa,"Berland, 1924",accepted,Salticidae
Trite lineata,"Simon, 1885",accepted,Salticidae
Trite longipalpis,"Marples, 1955",accepted,Salticidae
Trite mustilina,"(Powell, 1873)",accepted,Salticidae
Trite ornata,"Rainbow, 1915",accepted,Salticidae
Trite parvula,"(Bryant, 1935)",accepted,Salticidae
Trite pennata,"Simon, 1885",accepted,Salticidae
Trite planiceps,"Simon, 1899",accepted,Salticidae
Trite pollardi,"Patoleta & Żabka, 2017",accepted,Salticidae
Trite ponapensis,"Berry, Beatty & Prószyński, 1997",accepted,Salticidae
Trite rapaensis,"Berland, 1942",accepted,Salticidae
Trite sichuanensis,"Peng & Xie, 1992",nomen nudum,Salticidae
Trite simoni,"Patoleta, 2014",accepted,Salticidae
Trite urvillei,"(Dalmas, 1917)",accepted,Salticidae
Truncattus cachotensis,"Zhang & Maddison, 2012",accepted,Salticidae
Truncattus dominicanus,"Zhang & Maddison, 2012",accepted,Salticidae
Truncattus flavus,"Zhang & Maddison, 2012",accepted,Salticidae
Truncattus manni,"(Bryant, 1943)",accepted,Salticidae
Truncattus mendicus,"(Bryant, 1943)",accepted,Salticidae
Trydarssus nobilitatus,"(Nicolet, 1849)",accepted,Salticidae
Trydarssus pantherinus,"(Mello-Leitão, 1946)",accepted,Salticidae
Trydarssus similis,"(Nicolet, 1849)",synonym,Salticidae
Tularosa,"Peckham & Peckham, 1903",synonym,Salticidae
Tullgrenella albocincta,"(Mello-Leitão, 1941)",synonym,Salticidae
Tullgrenella corrugata,"Galiano, 1981",accepted,Salticidae
Tullgrenella costulata,"(Mello-Leitão, 1944)",synonym,Salticidae
Tullgrenella didelphis,"(Simon, 1886)",accepted,Salticidae
Tullgrenella gertschi,"Galiano, 1981",accepted,Salticidae
Tullgrenella guayapae,"Galiano, 1970",accepted,Salticidae
Tullgrenella lunata,"(Mello-Leitão, 1944)",accepted,Salticidae
Tullgrenella melanica,"(Mello-Leitão, 1941)",accepted,Salticidae
Tullgrenella morenensis,"(Tullgren, 1905)",accepted,Salticidae
Tullgrenella musica,"(Mello-Leitão, 1945)",accepted,Salticidae
Tullgrenella peniaflorensis,"Galiano, 1970",accepted,Salticidae
Tullgrenella quadripunctata,"(Mello-Leitão, 1944)",accepted,Salticidae
Tullgrenella selenita,"Galiano, 1970",accepted,Salticidae
Tullgrenella senescens,"(Mello-Leitão, 1944)",synonym,Salticidae
Tullgrenella serrana,"Galiano, 1970",accepted,Salticidae
Tullgrenella yungae,"Galiano, 1970",accepted,Salticidae
Tulpius gauchus,"Bauab & Soares, 1983",accepted,Salticidae
Tulpius hilarus,"Peckham & Peckham, 1896",accepted,Salticidae
Tusitala ansieae,"Azarkina & Foord, 2015",accepted,Salticidae
Tusitala barbata,"Peckham & Peckham, 1902",accepted,Salticidae
Tusitala barbata longipalpis,"Lessert, 1925",synonym,Salticidae
Tusitala bicalcarata,"(Simon, 1909)",synonym,Salticidae
Tusitala discibulba,"Caporiacco, 1941",accepted,Salticidae
Tusitala guineensis,"Berland & Millot, 1941",accepted,Salticidae
Tusitala hirsuta,"Peckham & Peckham, 1902",accepted,Salticidae
Tusitala lutzi,"Lessert, 1927",accepted,Salticidae
Tusitala lyrata,"(Simon, 1903)",accepted,Salticidae
Tusitala proxima,"Wesolowska & Russell-Smith, 2000",accepted,Salticidae
Tusitala unica,"Wesolowska & Russell-Smith, 2000",accepted,Salticidae
Tusitala yemenica,"Wesolowska & van Harten, 1994",accepted,Salticidae
Tutelina elegans,"(Hentz, 1846)",accepted,Salticidae
Tutelina formicaria,"(Emerton, 1891)",accepted,Salticidae
Tutelina harti,"(Emerton, 1891)",accepted,Salticidae
Tutelina iridea,"Caporiacco, 1954",nomen dubium,Salticidae
Tutelina purpurina,"Mello-Leitão, 1948",accepted,Salticidae
Tutelina rosenbergi,"Simon, 1901",accepted,Salticidae
Tutelina similis,"(Banks, 1895)",accepted,Salticidae
Tuvaphantes arat,"Logunov, 1993",accepted,Salticidae
Tuvaphantes insolitus,"(Logunov, 1991)",accepted,Salticidae
Tylogonus auricapillus,"Simon, 1902",accepted,Salticidae
Tylogonus chiriqui,"Galiano, 1994",accepted,Salticidae
Tylogonus craneae,"(Caporiacco, 1955)",nomen dubium,Salticidae
Tylogonus miles,"Simon, 1903",accepted,Salticidae
Tylogonus parabolicus,"Galiano, 1985",accepted,Salticidae
Tylogonus parvus,"Zhang & Maddison, 2012",accepted,Salticidae
Tylogonus pichincha,"Galiano, 1985",accepted,Salticidae
Tylogonus prasinus,"Simon, 1902",accepted,Salticidae
Tylogonus putumayo,"Galiano, 1985",accepted,Salticidae
Tylogonus vachoni,"Galiano, 1960",accepted,Salticidae
Tylogonus viridimicans,"(Simon, 1901)",accepted,Salticidae
Tylogonus yanayacu,"Zhang & Maddison, 2012",accepted,Salticidae
Udalmella gamboa,"Galiano, 1994",accepted,Salticidae
Udvardya elegans,"(Szombathy, 1915)",accepted,Salticidae
Ugandinella formicula,"Wesolowska, 2006",accepted,Salticidae
Uluella formosa,"Chickering, 1946",accepted,Salticidae
Ureta ghigii,"(Caporiacco, 1949)",accepted,Salticidae
Ureta quadrispinosa,"(Lawrence, 1938)",accepted,Salticidae
Uroballus carlei,"Logunov & Obenauer, 2019",accepted,Salticidae
Uroballus henicurus,"Simon, 1902",accepted,Salticidae
Uroballus kinabalu,"Logunov, 2018",accepted,Salticidae
Uroballus koponeni,"Logunov, 2014",accepted,Salticidae
Uroballus octovittatus,"Simon, 1902",accepted,Salticidae
Uroballus peckhami,"Zabka, 1985",accepted,Salticidae
Urogelides daviesae,"Zabka, 2009",accepted,Salticidae
Urupuyu antisana,"Ruiz & Maddison, 2015",accepted,Salticidae
Urupuyu edwardsi,"Ruiz & Maddison, 2015",accepted,Salticidae
Urupuyu occidentale,"Ruiz & Maddison, 2015",accepted,Salticidae
Uspachus,"Galiano, 1995",synonym,Salticidae
Uxuma impudica,"Simon, 1902",accepted,Salticidae
Vailima,"Peckham & Peckham, 1907",homonym replaced,Salticidae
Vailimia bakoensis,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Vailimia jianyuae,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Vailimia longitibia,"Guo, Zhang & Zhu, 2011",accepted,Salticidae
Vailimia masinei,"(Peckham & Peckham, 1907)",accepted,Salticidae
Valloa,"Peckham & Peckham, 1903",synonym,Salticidae
Variratina minuta,"Zhang & Maddison, 2012",accepted,Salticidae
Vatovia albosignata,"Caporiacco, 1940",accepted,Salticidae
Veissella durbani,"(Peckham & Peckham, 1903)",accepted,Salticidae
Veissella milloti,"Logunov & Azarkina, 2008",accepted,Salticidae
Viciria albolimbata,"Simon, 1885",accepted,Salticidae
Viciria arrogans,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria chabanaudi,"Fage, 1923",accepted,Salticidae
Viciria chrysophaea,"Simon, 1903",accepted,Salticidae
Viciria concolor,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria detrita,"Strand, 1922",accepted,Salticidae
Viciria diademata,"Simon, 1902",accepted,Salticidae
Viciria epileuca,"Simon, 1903",accepted,Salticidae
Viciria equestris,"Simon, 1903",accepted,Salticidae
Viciria equestris pallida,"Berland & Millot, 1941",accepted,Salticidae
Viciria flavipes,"Peckham & Peckham, 1903",accepted,Salticidae
Viciria flavolimbata,"Simon, 1910",accepted,Salticidae
Viciria lucida,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria minima,"Reimoser, 1934",accepted,Salticidae
Viciria miranda,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria moesta,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria monodi,"Berland & Millot, 1941",accepted,Salticidae
Viciria pallens,"Thorell, 1877",accepted,Salticidae
Viciria paludosa,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria pavesii,"Thorell, 1877",accepted,Salticidae
Viciria petulans,"Peckham & Peckham, 1907",accepted,Salticidae
Viciria polysticta,"Simon, 1902",accepted,Salticidae
Viciria praemandibularis,"(Hasselt, 1893)",accepted,Salticidae
Viciria prenanti,"Berland & Millot, 1941",accepted,Salticidae
Viciria rhinoceros,"Hasselt, 1894",accepted,Salticidae
Viciria scintillans,"Simon, 1910",accepted,Salticidae
Viciria semicoccinea,"Simon, 1902",accepted,Salticidae
Viciria tergina,"Simon, 1903",accepted,Salticidae
Vindima,"Thorell, 1895",synonym,Salticidae
Vinnius buzius,"Braul & Lise, 2002",accepted,Salticidae
Vinnius camacan,"Braul & Lise, 2002",accepted,Salticidae
Vinnius lartiguei,"Simon, 1903",nomen nudum,Salticidae
Vinnius maculaticeps,"Simon, 1902",synonym,Salticidae
Vinnius petropolis,"(Mello-Leitão, 1943)",nomen dubium,Salticidae
Vinnius proximus,"(Mello-Leitão, 1943)",synonym,Salticidae
Vinnius subfasciatus,"(C. L. Koch, 1846)",accepted,Salticidae
Vinnius uncatus,"Simon, 1902",accepted,Salticidae
Viribestus suyanensis,"Zhang & Maddison, 2012",accepted,Salticidae
Viroqua ultima,"(L. Koch, 1881)",accepted,Salticidae
Vitia,"Marples, 1957",homonym replaced,Salticidae
Vitioides,"Marples, 1989",synonym,Salticidae
Wallaba metallica,"(Mello-Leitão, 1940)",accepted,Salticidae
Wanlessia denticulata,"Peng, Tso & Li, 2002",accepted,Salticidae
Wanlessia sedgwicki,"Wijesinghe, 1992",accepted,Salticidae
Wedoquella apnnea,"Rubio, Nadal & Edwards, 2019",accepted,Salticidae
Wedoquella denticulata,"Galiano, 1984",accepted,Salticidae
Wedoquella karadya,"Rubio, Baigorria & Edwards, 2019",accepted,Salticidae
Wedoquella macrothecata,"Galiano, 1984",accepted,Salticidae
Wedoquella punctata,"(Tullgren, 1905)",accepted,Salticidae
Wedoquella variegata,"(Mello-Leitão, 1939)",synonym,Salticidae
Wesolowskana dubia,"(Wesolowska, 1989)",synonym,Salticidae
Wesolowskana lymphatica,"(Wesolowska, 1989)",accepted,Salticidae
Wesolowskana marginella,"(Simon, 1883)",accepted,Salticidae
Xanthofreya albosignata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Xanthofreya arraijanica,"(Chickering, 1946)",accepted,Salticidae
Xanthofreya bicuspidata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Xanthofreya chionopogon,"(Simon, 1902)",accepted,Salticidae
Xanthofreya demarcata,"(Chamberlin & Ivie, 1936)",synonym,Salticidae
Xanthofreya rustica,"(Peckham & Peckham, 1896)",accepted,Salticidae
Xenocytaea agnarssoni,"Zhang & Maddison, 2012",accepted,Salticidae
Xenocytaea albomaculata,"Zhang & Maddison, 2012",accepted,Salticidae
Xenocytaea anomala,"Berry, Beatty & Prószyński, 1998",accepted,Salticidae
Xenocytaea daviesae,"Berry, Beatty & Prószyński, 1998",accepted,Salticidae
Xenocytaea maddisoni,"Berry, Beatty & Prószyński, 1998",accepted,Salticidae
